"~id","~labels","name","ID","weight","Coordinate","link"
"3321","INF","Pithoragarh region along a National Highway","INF1295",,"Lon: 80.2°E, Lat: 29.6°N",
"3322","INF","Plan / profile curvature","INF1296",,"Lon: 0.0°E, Lat: 0.0°N",
"3323","INF","Pohang and Gyeongju Cities","INF1297",,"Lon: 129.4°E, Lat: 35.9°N",
"3324","INF","Ponorogo","INF1298",,"Lon: 111.4780°E, Lat: -7.8631°N",
"3325","INF","Poonjar - Thekkekara","INF1299",,"Lon: 76.8°E, Lat: 9.5°N",
"3326","INF","Porto Alegre","INF1300",,"Lon: -51.2177°E, Lat: -30.0346°N",
"3327","INF","Portofino promontory","INF1301",,"Lon: 9.1934°E, Lat: 44.3111°N",
"3328","INF","Portugal mainland","INF1302",,"Lon: 8.2245°W, Lat: 39.3999°N",
"3329","INF","Portuguese","INF1303",,"Lon: -8.0°W, Lat: 39.5°N",
"3330","INF","Potenza","INF1304",,"Lon: 15.8051°E, Lat: 40.6426°N",
"3331","INF","Prahova River in the Curvature Subcarpathians","INF1305",,"Lon: 26.0667°E, Lat: 45.3036°N",
"3332","INF","Precipitation indices","INF1306",,"Lon: 0.0°E, Lat: 0.0°N",
"3333","INF","Probability model","INF1307",,"Lon: 0.0°E, Lat: 0.0°N",
"3334","INF","Province","INF1308",,"Lon: 0.0°E, Lat: 0.0°N",
"3335","INF","Province of Lower Austria","INF1309",,"Lon: 14.5°E, Lat: 48.2°N",
"3336","INF","Provo Canyon in Utah","INF1310",,"Lon: -111.5°W, Lat: 40.2°N",
"3337","INF","Puebla","INF1311",,"Lon: 98.1862°W, Lat: 19.0413°N",
"3338","INF","Puget Sound area of Washington State","INF1312",,"Lon: 122.8148°W, Lat: 47.6062°N",
"3339","INF","Pulung sub-district","INF1313",,"Lon: 112.7726°E, Lat: 22.7072°N",
"3340","INF","Purwosari","INF1314",,"Lon: 110.1278°E, Lat: 7.3528°S",
"3341","INF","Pusa in western Guizhou Province","INF1315",,"Lon: 105.9833°E, Lat: 26.0019°N",
"3342","INF","Pyeong - Chang","INF1316",,"Lon: 128.3925°E, Lat: 37.3705°N",
"3343","INF","Pyeongchang - gun","INF1317",,"Lon: 128.3894°E, Lat: 37.3705°N",
"3344","INF","Pyungchang area of Korea","INF1318",,"Lon: 128.3925°E, Lat: 37.3705°N",
"3345","INF","Qaemshahr area in northern Iran","INF1319",,"Lon: 52.8565°E, Lat: 36.4636°N",
"3346","INF","Qazvin Province","INF1320",,"Lon: 49.7119°E, Lat: 36.2704°N",
"3347","INF","Qazvin province - N Iran","INF1321",,"Lon: 49.0°E, Lat: 36.3°N",
"3348","INF","Qianjiangping","INF1322",,"Lon: 110.3400°E, Lat: 33.0000°N",
"3349","INF","Qianyang County of Baoji city","INF1323",,"Lon: 107.5260°E, Lat: 33.7833°N",
"3350","INF","Qilihe District in Lanzhou City of northwestern China","INF1324",,"Lon: 103.8406°E, Lat: 36.0702°N",
"3351","INF","Qin Mountain","INF1325",,"Lon: 113.6000°E, Lat: 34.5000°N",
"3352","INF","Qingchuan County","INF1326",,"Lon: 104.1942°E, Lat: 32.5811°N",
"3353","INF","Qingchuan County of Sichuan Province","INF1327",,"Lon: 104.1942°E, Lat: 32.5811°N",
"3354","INF","Qinggan River delta","INF1328",,"Lon: 123.9456°E, Lat: 41.1432°N",
"3355","INF","Qinghai","INF1329",,"Lon: 96.3942°E, Lat: 35.7518°N",
"3356","INF","Qinghai - Tibet","INF1330",,"Lon: 87.3900°E, Lat: 31.8070°N",
"3357","INF","Qinghai - Tibet Plateau","INF1331",,"Lon: 85.6796°E, Lat: 32.3329°N",
"3358","INF","Qinghai - Tibet Plateau , loess Plateau and Sichuan Basin","INF1332",,"Lon: 101.9846°E, Lat: 33.5520°N",
"3359","INF","Qingliangfeng","INF1333",,"Lon: 108.0421°E, Lat: 27.7341°N",
"3360","INF","Qingshui River Basin","INF1334",,"Lon: 106.7784°E, Lat: 34.4583°N",
"3361","INF","Qingshui River watershed","INF1335",,"Lon: 106.7784°E, Lat: 34.4583°N",
"3362","INF","Qinzhou","INF1336",,"Lon: 108.6314°E, Lat: 21.9163°N",
"3363","INF","QTP","INF1337",,"Lon: 88.3393°E, Lat: 29.2089°N",
"3364","INF","Quang Nam","INF1338",,"Lon: 108.5745°E, Lat: 14.9533°N",
"3365","INF","Quang Ninh province","INF1339",,"Lon: 107.3453°E, Lat: 21.1069°N",
"3366","INF","Quanzhou district","INF1340",,"Lon: 118.5858°E, Lat: 24.8799°N",
"3367","INF","Quitandinha river basin region in the municipality of Petr polis","INF1341",,"Lon: 43.1688°W, Lat: 22.5167°S",
"3368","INF","Quito","INF1342",,"Lon: 78.4678°W, Lat: 0.1807°S",
"3369","INF","railway test site located in northern England","INF1343",,"Lon: 1.5033°W, Lat: 53.2911°N",
"3370","INF","Rainfall","INF1344",,"Lon: 0.0°E, Lat: 0.0°N",
"3371","INF","Ramganga catchment","INF1345",,"Lon: 79.6055°E, Lat: 29.5812°N",
"3372","INF","Rangamati District","INF1346",,"Lon: 92.3165°E, Lat: 22.6066°N",
"3373","INF","Rangamati district in Bangladesh","INF1347",,"Lon: 92.3165°E, Lat: 22.6066°N",
"3374","INF","Rangamati municipality of Rangamati district","INF1348",,"Lon: 92.3165°E, Lat: 22.6066°N",
"3375","INF","Rangpo River Basin","INF1349",,"Lon: 88.6348°E, Lat: 27.6305°N",
"3376","INF","Ratnapura District","INF1350",,"Lon: 80.5300°E, Lat: 6.7051°N",
"3377","INF","Ravi river catchment","INF1351",,"Lon: 72.6834°E, Lat: 31.7480°N",
"3378","INF","Reggio Calabria metropolitan","INF1352",,"Lon: 15.5504°E, Lat: 38.1147°N",
"3379","INF","Republic of Croatia","INF1353",,"Lon: 16.1542°E, Lat: 45.1000°N",
"3380","INF","reservoir in Xinjiang","INF1354",,"Lon: 86.0411°E, Lat: 40.0336°N",
"3381","INF","reservoir region of the Three Gorges project","INF1355",,"Lon: 110.9773°E, Lat: 30.8241°N",
"3382","INF","Residential quarters along two flanks of the Yangtze River","INF1356",,"Lon: 118.0°E, Lat: 31.0°N",
"3383","INF","Rheinhessen cuesta","INF1357",,"Lon: 8.0416°E, Lat: 49.8519°N",
"3384","INF","Ribeira Grande","INF1358",,"Lon: 25.6099°W, Lat: 37.8215°N",
"3385","INF","Rif","INF1359",,"Lon: 5.9142°W, Lat: 34.9904°N",
"3386","INF","Rinchending Goenpa","INF1360",,"Lon: 89.2059°E, Lat: 27.5221°N",
"3387","INF","Rio de Janeiro","INF1361",,"Lon: -43.2°W, Lat: -22.9°S",
"3388","INF","Rio de Janeiro city","INF1362",,"Lon: 43.1729°W, Lat: 22.9068°S",
"3389","INF","Rio El Estado watershed on the southwestern flank of Pico de Orizaba volcano","INF1363",,"Lon: 97.2633°W, Lat: 18.8397°N",
"3390","INF","Rio Grande do Norte state","INF1364",,"Lon: 35.2094°W, Lat: 5.7945°S",
"3391","INF","river basin of Kelantan","INF1365",,"Lon: 102.3516°E, Lat: 6.1257°N",
"3392","INF","River Coca","INF1366",,"Lon: 77.0902°W, Lat: 0.2551°N",
"3393","INF","Rize","INF1367",,"Lon: 40.5219°E, Lat: 41.0201°N",
"3394","INF","Rize province","INF1368",,"Lon: 40.8111°E, Lat: 41.1512°N",
"3395","INF","RM","INF1369",,"Lon: 101.8211°E, Lat: 3.0024°N",
"3396","INF","road in Tun - Sardon area of Penang Island","INF1370",,"Lon: 100.2086°E, Lat: 5.4369°N",
"3397","INF","road section connecting Marrakech and Ouarzazate","INF1371",,"Lon: 7.3998°W, Lat: 31.6258°N",
"3398","INF","road section of Neelum Highway","INF1372",,"Lon: 74.3156°E, Lat: 34.4194°N",
"3399","INF","road stretch in Uttarkashi district of the Uttarakhand State","INF1373",,"Lon: 78.4268°E, Lat: 30.7324°N",
"3400","INF","Roads","INF1374",,"Lon: 0.0°E, Lat: 0.0°N",
"3401","INF","Roccella torrent","INF1375",,"Lon: 15.1019°E, Lat: 38.1291°N",
"3402","INF","Roccella Valdemone","INF1376",,"Lon: 14.8898°E, Lat: 37.9025°N",
"3403","INF","rock slope located in central Italy","INF1377",,"Lon: 12.6836°E, Lat: 42.0282°N",
"3404","INF","Rolante river basin","INF1378",,"Lon: 50.6253°W, Lat: 29.3092°S",
"3405","INF","Romania","INF1379",,"Lon: 24.9668°E, Lat: 45.9432°N",
"3406","INF","Romanian","INF1380",,"Lon: 24.0°E, Lat: 45.0°N",
"3407","INF","Rome","INF1381",,"Lon: 12.4964°E, Lat: 41.9028°N",
"3408","INF","Rorachu river basin","INF1382",,"Lon: 88.5515°E, Lat: 27.3398°N",
"3409","INF","Rorachu river basin of eastern Sikkim Himalaya","INF1383",,"Lon: 88.4667°E, Lat: 27.3333°N",
"3410","INF","Roudbar","INF1384",,"Lon: 50.3087°E, Lat: 36.2054°N",
"3411","INF","Roudbar - Manjil","INF1385",,"Lon: 51.3431°E, Lat: 36.5133°N",
"3412","INF","Rudraprayag district","INF1386",,"Lon: 79.3175°E, Lat: 30.3039°N",
"3413","INF","Rudraprayag district of Garhwal Himalaya","INF1387",,"Lon: 79.3175°E, Lat: 30.3039°N",
"3414","INF","Rudraprayag district of Uttarakhand state","INF1388",,"Lon: 79.3175°E, Lat: 30.3039°N",
"3415","INF","Rudraprayag in Garhwal Himalayan","INF1389",,"Lon: 79.3175°E, Lat: 30.3039°N",
"3416","INF","Rugged mountainous terrain of Shigar and Shyok Basins in northern areas of Pakistan","INF1390",,"Lon: 75.6°E, Lat: 35.3°N",
"3417","INF","Rugged terrain of northern Pakistan","INF1391",,"Lon: 74.5°E, Lat: 35.0°N",
"3418","INF","Ruijin","INF1392",,"Lon: 116.0167°E, Lat: 25.8833°N",
"3419","INF","Ruijin City","INF1393",,"Lon: 116.0167°E, Lat: 25.8833°N",
"3420","INF","Ruijin City in China","INF1394",,"Lon: 116.0°E, Lat: 25.5°N",
"3421","INF","Ruijin County of China","INF1395",,"Lon: 116.0167°E, Lat: 25.8833°N",
"3422","INF","Rumphi district of northern Malawi","INF1396",,"Lon: 34.8671°E, Lat: -11.0175°N",
"3423","INF","Rutki","INF1397",,"Lon: 21.7083°E, Lat: 52.5538°N",
"3424","INF","Rwanda","INF1398",,"Lon: 29.8739°E, Lat: -1.9403°N",
"3425","INF","Rwenzori Mountains","INF1399",,"Lon: 29.88°E, Lat: 0.383°N",
"3426","INF","S. Miguel Island","INF1400",,"Lon: 25.583°W, Lat: 37.7667°N",
"3427","INF","Sa Pa district","INF1401",,"Lon: 103.8451°E, Lat: 22.3364°N",
"3428","INF","Sabah","INF1402",,"Lon: 116.1094°E, Lat: 5.9788°N",
"3429","INF","Sacheon - myeon area of South Korea","INF1403",,"Lon: 128.0566°E, Lat: 34.5586°N",
"3430","INF","Sairi villages","INF1404",,"Lon: 44.5181°E, Lat: 36.4766°N",
"3431","INF","Sajarood basin","INF1405",,"Lon: 51.7334°E, Lat: 30.7313°N",
"3432","INF","Sajaroud","INF1406",,"Lon: 51.7167°E, Lat: 30.5000°N",
"3433","INF","Salem district","INF1407",,"Lon: 78.1528°E, Lat: 11.6622°N",
"3434","INF","Salhoub and Gaza camp","INF1408",,"Lon: 35.1717°E, Lat: 31.5016°N",
"3435","INF","Samdrup Jongkhar - Trashigang highway in eastern Bhutan","INF1409",,"Lon: 91.8296°E, Lat: 27.2583°N",
"3436","INF","San Carlos","INF1410",,"Lon: 55.0150°E, Lat: 9.9807°N",
"3437","INF","San Francisco Bay","INF1411",,"Lon: 122.4194°W, Lat: 37.7749°N",
"3438","INF","San Miguel","INF1412",,"Lon: 88.2506°W, Lat: 13.4848°N",
"3439","INF","San Rafael waterfall in Northeast Ecuador","INF1413",,"Lon: 77.7910°W, Lat: 0.3368°S",
"3440","INF","San Ramon Ravine","INF1414",,"Lon: 120.9515°W, Lat: 37.5841°N",
"3441","INF","San Salvador","INF1415",,"Lon: 89.1913°W, Lat: 13.6929°N",
"3442","INF","San Vicente Volcanoes","INF1416",,"Lon: 121.1276°E, Lat: 13.5901°N",
"3443","INF","Sangju","INF1417",,"Lon: 128.1586°E, Lat: 36.4154°N",
"3444","INF","Sangtarashan watershed","INF1418",,"Lon: 47.2060°E, Lat: 33.2332°N",
"3445","INF","Santiago","INF1419",,"Lon: 70.6483°W, Lat: 33.4489°S",
"3446","INF","Sari - Kiasar watershed","INF1420",,"Lon: 53.3588°E, Lat: 36.5633°N",
"3447","INF","Sarkhoon watershed","INF1421",,"Lon: 54.5°E, Lat: 27.5°N",
"3448","INF","Sataun in the Sirmur district of Himachal Pradesh","INF1422",,"Lon: 77.3°E, Lat: 30.6°N",
"3449","INF","Satuk village in the Yenice district of the province of Karabuk in the Western Black Sea","INF1423",,"Lon: 32.5°E, Lat: 41.3°N",
"3450","INF","Saudi Arabia","INF1424",,"Lon: 45.0792°E, Lat: 23.8859°N",
"3451","INF","Savsat city","INF1425",,"Lon: 41.5°E, Lat: 41.5°N",
"3452","INF","SE Spain","INF1426",,"Lon: -2.0°W, Lat: 37.5°N",
"3453","INF","SEA","INF1427",,"Lon: 100.0°E, Lat: 10.0°N",
"3454","INF","Seattle","INF1428",,"Lon: -122.3°W, Lat: 47.6°N",
"3455","INF","Selangor","INF1429",,"Lon: 101.6°E, Lat: 3.0°N",
"3456","INF","Selinous River drainage basin","INF1430",,"Lon: 14.7°E, Lat: 37.5°N",
"3457","INF","Seorak Mountain in Korea","INF1431",,"Lon: 128.6°E, Lat: 38.2°N",
"3458","INF","Seoul metropolitan and southern coastal","INF1432",,"Lon: 126.9°E, Lat: 37.5°N",
"3459","INF","Sephidargole area in Semnan province","INF1433",,"Lon: 53.5°E, Lat: 35.4°N",
"3460","INF","Serbia","INF1434",,"Lon: 21.0°E, Lat: 44.0°N",
"3461","INF","Serchhip","INF1435",,"Lon: 93.2°E, Lat: 23.3°N",
"3462","INF","Serchhip township","INF1436",,"Lon: 93.2°E, Lat: 23.3°N",
"3463","INF","Serra Geral","INF1437",,"Lon: -50.3°W, Lat: -27.0°S",
"3464","INF","SH37","INF1438",,"Lon: 0.0°E, Lat: 0.0°N",
"3465","INF","Shaanxi","INF1439",,"Lon: 108.0°E, Lat: 34.0°N",
"3466","INF","Shaanxi Province","INF1440",,"Lon: 108.0°E, Lat: 34.0°N",
"3467","INF","Shaanxi Province, China","INF1441",,"Lon: 107.2903°E, Lat: 33.8683°N",
"3468","INF","Shangge","INF1442",,"Lon: 113.4967°E, Lat: 34.0761°N",
"3469","INF","Shangnan County","INF1443",,"Lon: 110.0139°E, Lat: 33.3467°N",
"3470","INF","Shangzhou District","INF1444",,"Lon: 112.2126°E, Lat: 33.8733°N",
"3471","INF","Shangzhou District of Shangluo City","INF1445",,"Lon: 112.2126°E, Lat: 33.8733°N",
"3472","INF","Shan'xi Province","INF1446",,"Lon: 112.7838°E, Lat: 35.4719°N",
"3473","INF","Shei - Pa National Park in Taiwan","INF1447",,"Lon: 120.9512°E, Lat: 24.5148°N",
"3474","INF","Shei Pa National Park","INF1448",,"Lon: 120.9512°E, Lat: 24.5148°N",
"3475","INF","Shennongjia Forestry District","INF1449",,"Lon: 110.5863°E, Lat: 31.4570°N",
"3476","INF","Shenzhen","INF1450",,"Lon: 114.0545°E, Lat: 22.5431°N",
"3477","INF","Shenzhen city","INF1451",,"Lon: 114.0545°E, Lat: 22.5431°N",
"3478","INF","Shexian","INF1452",,"Lon: 118.8163°E, Lat: 29.7956°N",
"3479","INF","Shexian County","INF1453",,"Lon: 119.1823°E, Lat: 29.1935°N",
"3480","INF","Shicheng County","INF1454",,"Lon: 116.3635°E, Lat: 27.4220°N",
"3481","INF","Shicheng County in Jiangxi Province of China","INF1455",,"Lon: 116.3635°E, Lat: 27.4220°N",
"3482","INF","Shihmen watershed","INF1456",,"Lon: 121.3069°E, Lat: 24.8257°N",
"3483","INF","Shiliushubao","INF1457",,"Lon: 111.6634°E, Lat: 28.7245°N",
"3484","INF","Shillong Plateau in the North Eastern Region of India","INF1458",,"Lon: 91.8825°E, Lat: 25.6180°N",
"3485","INF","Shilongmen reservoir","INF1459",,"Lon: 117.2174°E, Lat: 31.6892°N",
"3486","INF","Shimla","INF1460",,"Lon: 77.1734°E, Lat: 31.1048°N",
"3487","INF","Shiv - khola watershed","INF1461",,"Lon: 87.2183°E, Lat: 27.6655°N",
"3488","INF","Shivkhola Watershed","INF1462",,"Lon: 87.2183°E, Lat: 27.6655°N",
"3489","INF","Shiwangmiao","INF1463",,"Lon: 106.4923°E, Lat: 29.8343°N",
"3490","INF","Shizhu","INF1464",,"Lon: 108.5447°E, Lat: 30.0328°N",
"3491","INF","Shizuoka County","INF1465",,"Lon: 138.3121°E, Lat: 34.8049°N",
"3492","INF","Sholaikkadu at the top","INF1466",,"Lon: 77.9871°E, Lat: 8.6940°N",
"3493","INF","Shuangbai County","INF1467",,"Lon: 99.8244°E, Lat: 24.7031°N",
"3494","INF","Shuangshi town and Longmen town of Lushan county","INF1468",,"Lon: 111.0828°E, Lat: 28.2830°N",
"3495","INF","Shuicheng County","INF1469",,"Lon: 104.9531°E, Lat: 27.7569°N",
"3496","INF","Shunxi segment of Zhongwu gas pipeline in Zhong County","INF1470",,"Lon: 105.3083°E, Lat: 32.2863°N",
"3497","INF","Sichuan - Tibet Engineering Corridor","INF1471",,"Lon: 101.3150°E, Lat: 30.2570°N",
"3498","INF","Sichuan - Tibet Highway","INF1472",,"Lon: 102.0756°E, Lat: 29.7470°N",
"3499","INF","Sichuan - Tibet Railway","INF1473",,"Lon: 103.4284°E, Lat: 30.3824°N",
"3500","INF","Sichuan - Tibet transportation corridor","INF1474",,"Lon: 102.0756°E, Lat: 29.7470°N",
"3501","INF","Sichuan Plain to the Qinghai Tibet Plateau","INF1475",,"Lon: 101.3431°E, Lat: 24.4752°N",
"3502","INF","Sichuan Province of China","INF1476",,"Lon: 102.7103°E, Lat: 30.6516°N",
"3503","INF","Sicilian territory","INF1477",,"Lon: 13.3594°E, Lat: 37.5991°N",
"3504","INF","Sicily","INF1478",,"Lon: 14.0154°E, Lat: 37.6009°N",
"3505","INF","Sidi Abdellah","INF1479",,"Lon: 6.9556°W, Lat: 33.9629°N",
"3506","INF","Sierra - Costa","INF1480",,"Lon: 117.9111°W, Lat: 14.7690°N",
"3507","INF","Sierra - Costa region in the southwestern part of the Michoacan state","INF1481",,"Lon: -102.4207°W, Lat: 18.7751°N",
"3508","INF","Sierra Leone","INF1482",,"Lon: -11.8439°W, Lat: 8.4606°N",
"3509","INF","Sierra Norte de Puebla","INF1483",,"Lon: -97.4065°W, Lat: 19.8620°N",
"3510","INF","Sikkim","INF1484",,"Lon: 88.5122°E, Lat: 27.5330°N",
"3511","INF","Sikkim Himalaya","INF1485",,"Lon: 88.6198°E, Lat: 27.6252°N",
"3512","INF","Sikkim State of India","INF1486",,"Lon: 88.5122°E, Lat: 27.5330°N",
"3513","INF","Sin Ho district","INF1487",,"Lon: 103.1409°E, Lat: 22.1362°N",
"3514","INF","Sinan County of Guizhou Province in China","INF1488",,"Lon: 108.1914°E, Lat: 28.8477°N",
"3515","INF","Sindhupalchowk District","INF1489",,"Lon: 85.4884°E, Lat: 27.9635°N",
"3516","INF","Singgahan","INF1490",,"Lon: 121.1833°E, Lat: 7.7444°N",
"3517","INF","Sinop","INF1491",,"Lon: 34.8681°E, Lat: 42.0226°N",
"3518","INF","Sinop province of the Black Sea region of Turkey","INF1492",,"Lon: 34.8681°E, Lat: 42.0226°N",
"3519","INF","Sisak - Moslavina County in Croatia","INF1493",,"Lon: 16.3752°E, Lat: 45.3907°N",
"3520","INF","Sivas","INF1494",,"Lon: 37.9763°E, Lat: 39.7392°N",
"3521","INF","Siwalik , the Lesser and the Great Himalayan ranges","INF1495",,"Lon: 78.2089°E, Lat: 30.8313°N",
"3522","INF","Siwalik Hills","INF1496",,"Lon: 77.7128°E, Lat: 29.9206°N",
"3523","INF","Siwalik zone of Nepal Himalaya","INF1497",,"Lon: 78.5398°E, Lat: 29.9422°N",
"3524","INF","Siwaliks","INF1498",,"Lon: 77.7128°E, Lat: 29.9206°N",
"3525","INF","SJP","INF1499",,"Lon: -47.8825°W, Lat: -15.7942°N",
"3526","INF","Skagafjorour","INF1500",,"Lon: -19.6347°W, Lat: 65.8181°N",
"3527","INF","Slope","INF1501",,"Lon: 0.0°E, Lat: 0.0°N",
"3528","INF","Slope angle","INF1502",,"Lon: 0.0°E, Lat: 0.0°N",
"3529","INF","Slovakia","INF1503",,"Lon: 19.6990°E, Lat: 48.6690°N",
"3530","INF","Solo","INF1504",,"Lon: 110.8190°E, Lat: -7.6360°S",
"3531","INF","Son La hydropower reservoir basin","INF1505",,"Lon: 104.1313°E, Lat: 21.1254°N",
"3532","INF","Songkou","INF1506",,"Lon: 113.8366°E, Lat: 33.0433°N",
"3533","INF","Songyang County","INF1507",,"Lon: 119.2104°E, Lat: 28.4465°N",
"3534","INF","Sonmarg","INF1508",,"Lon: 75.2875°E, Lat: 34.3141°N",
"3535","INF","Sopot","INF1509",,"Lon: 18.5560°E, Lat: 54.4416°N",
"3536","INF","Sorkhab basin","INF1510",,"Lon: 50.5409°E, Lat: 32.6050°N",
"3537","INF","Souk Ahras","INF1511",,"Lon: 7.9465°E, Lat: 36.2864°N",
"3538","INF","Souk Ahras province","INF1512",,"Lon: 7.9325°E, Lat: 36.2507°N",
"3539","INF","south","INF1513",,"Lon: 0.0000°E, Lat: 0.0000°N",
"3540","INF","south - Asia","INF1514",,"Lon: 78.9629°E, Lat: 20.5937°N",
"3541","INF","South - Asian","INF1515",,"Lon: 78.9629°E, Lat: 20.5937°N",
"3542","INF","south - eastern Alps","INF1516",,"Lon: 14.0544°E, Lat: 46.9754°N",
"3543","INF","south - eastern French Massif central","INF1517",,"Lon: 3.1623°E, Lat: 45.8855°N",
"3544","INF","south - eastern part of the Sikkim state in India","INF1518",,"Lon: 88.5122°E, Lat: 27.5330°N",
"3545","INF","south - western Iran","INF1519",,"Lon: 48.5293°E, Lat: 30.3753°N",
"3546","INF","south - western part of Montenegro","INF1520",,"Lon: 19.3000°E, Lat: 42.5000°N",
"3547","INF","South Africa","INF1521",,"Lon: 28.0473°E, Lat: 26.2041°S",
"3548","INF","south and north parts of the Izmir Bay","INF1522",,"Lon: 27.4426°E, Lat: 38.4192°N",
"3549","INF","South China","INF1523",,"Lon: 113.7633°E, Lat: 23.6978°N",
"3550","INF","South Greece","INF1524",,"Lon: 21.8243°E, Lat: 37.9838°N",
"3551","INF","South India","INF1525",,"Lon: 78.9629°E, Lat: 20.5937°N",
"3552","INF","south Italy","INF1526",,"Lon: 15.2551°E, Lat: 37.7749°N",
"3553","INF","South Korea","INF1527",,"Lon: 127.7669°E, Lat: 35.9078°N",
"3554","INF","south of Seoul","INF1528",,"Lon: 126.9770°E, Lat: 37.5665°N",
"3555","INF","south of Songkou Town","INF1529",,"Lon: 113.0547°E, Lat: 36.7433°N",
"3556","INF","south of Yangtze River","INF1530",,"Lon: 119.4120°E, Lat: 32.7702°N",
"3557","INF","South Sikkim","INF1531",,"Lon: 88.6100°E, Lat: 27.5330°N",
"3558","INF","South Sinai","INF1532",,"Lon: 33.9782°E, Lat: 28.5562°N",
"3559","INF","South Taiwan","INF1533",,"Lon: 120.9605°E, Lat: 23.6978°N",
"3560","INF","South Tyrol","INF1534",,"Lon: 11.3531°E, Lat: 46.6166°N",
"3561","INF","Southeast Asia","INF1535",,"Lon: 105.3188°E, Lat: 4.2105°N",
"3562","INF","southeast coastal areas of China","INF1536",,"Lon: 117.9249°E, Lat: 23.7777°N",
"3563","INF","southeast coastal mountainous area of China","INF1537",,"Lon: 115.6074°E, Lat: 25.2582°N",
"3564","INF","Southeast Nigeria","INF1538",,"Lon: 8.6753°E, Lat: 9.0820°N",
"3565","INF","southeast of Brazil","INF1539",,"Lon: 48.5126°W, Lat: 10.7808°S",
"3566","INF","Southeast of Dayang Town and Baiyun Town","INF1540",,"Lon: 120.3086°E, Lat: 36.4106°N",
"3567","INF","southeast of Turkey","INF1541",,"Lon: 39.9334°E, Lat: 37.0902°N",
"3568","INF","southeastern Alpine forelands","INF1542",,"Lon: 12.4964°E, Lat: 47.5162°N",
"3569","INF","southeastern China","INF1543",,"Lon: 113.7633°E, Lat: 23.3790°N",
"3570","INF","southeastern Gansu","INF1544",,"Lon: 104.2861°E, Lat: 34.4803°N",
"3571","INF","Southeastern Helong City","INF1545",,"Lon: 129.0024°E, Lat: 42.2151°N",
"3572","INF","southeastern margins of the Tibetan Plateau","INF1546",,"Lon: 91.7669°E, Lat: 31.2989°N",
"3573","INF","Southeastern Nigeria","INF1547",,"Lon: 8.6753°E, Lat: 9.0820°N",
"3574","INF","southeastern region of Brazil","INF1548",,"Lon: 46.6333°W, Lat: 23.5505°S",
"3575","INF","southeastern Wutong","INF1549",,"Lon: 113.8916°E, Lat: 22.9762°N",
"3576","INF","Southern Alps","INF1550",,"Lon: 170.0000°E, Lat: 45.0000°S",
"3577","INF","southern and northern Apennines","INF1551",,"Lon: 13.0000°E, Lat: 42.5000°N",
"3578","INF","southern Anhui","INF1552",,"Lon: 117.2159°E, Lat: 30.5238°N",
"3579","INF","southern Brazil","INF1553",,"Lon: 51.9253°W, Lat: 14.2350°S",
"3580","INF","southern Calabria","INF1554",,"Lon: 16.6505°E, Lat: 38.9054°N",
"3581","INF","southern California","INF1555",,"Lon: 119.4179°W, Lat: 36.7783°N",
"3582","INF","southern Chixi","INF1556",,"Lon: 108.4251°E, Lat: 35.1398°N",
"3583","INF","southern Colombia","INF1557",,"Lon: 73.0840°W, Lat: 4.5709°N",
"3584","INF","Southern Gansu","INF1558",,"Lon: 104.2861°E, Lat: 34.4803°N",
"3585","INF","southern Honduras","INF1559",,"Lon: 87.0599°W, Lat: 14.5844°N",
"3586","INF","southern Italy","INF1560",,"Lon: 15.2000°E, Lat: 41.8719°N",
"3587","INF","Southern Jingyang Plateau","INF1561",,"Lon: 108.5671°E, Lat: 33.9601°N",
"3588","INF","southern Kyrgyzstan","INF1562",,"Lon: 74.7661°E, Lat: 41.2044°N",
"3589","INF","southern Laonong River watershed","INF1563",,"Lon: 120.7697°E, Lat: 22.3235°N",
"3590","INF","Southern Leyte","INF1564",,"Lon: 125.0158°E, Lat: 10.2592°N",
"3591","INF","southern Nilgiris Mountains","INF1565",,"Lon: 76.6167°E, Lat: 11.4000°N",
"3592","INF","southern part of Golestan province","INF1566",,"Lon: 54.4342°E, Lat: 36.8369°N",
"3593","INF","southern part of Guilan province","INF1567",,"Lon: 49.6838°E, Lat: 37.3628°N",
"3594","INF","southern part of the Aizawl district","INF1568",,"Lon: 92.7474°E, Lat: 23.7099°N",
"3595","INF","southern Peru","INF1569",,"Lon: 74.7661°W, Lat: 9.1900°S",
"3596","INF","southern portion belonging to Davao City and Kitao - tao and Arakan Municipalities","INF1570",,"Lon: 125.6848°E, Lat: 7.0644°N",
"3597","INF","southern Quebec","INF1571",,"Lon: 71.2080°W, Lat: 48.8284°N",
"3598","INF","southern Shaanxi Province","INF1572",,"Lon: 108.7759°E, Lat: 33.8563°N",
"3599","INF","southern slope of the Peloritani Mountains","INF1573",,"Lon: 15.2804°E, Lat: 38.1975°N",
"3600","INF","southern Taiwan","INF1574",,"Lon: 120.9543°E, Lat: 23.6978°N",
"3601","INF","southern Western Ghats","INF1575",,"Lon: 77.2689°E, Lat: 10.8505°N",
"3602","INF","Southern Western Ghats in Kerala","INF1576",,"Lon: 76.6944°E, Lat: 9.9312°N",
"3603","INF","southern WG","INF1577",,"Lon: 77.6780°E, Lat: 10.8505°N",
"3604","INF","Southern Yangyang Province","INF1578",,"Lon: 124.2216°E, Lat: 10.9446°N",
